file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam,pred_log,pred_real
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_3_cam3.tif,29.16693333333333,29.138527777777767,29.162161851018663,29.15056009342577,20,2.199871406635802,7835710,20.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.168558575884199,14742.073626953636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_1_cam3.tif,29.15166111111111,29.127291666666668,29.145322170759158,29.13495755146305,20,2.3019846828703723,7808050,19.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.168558575884199,14742.073626953636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_3_cam3.tif,27.880625,27.852025,27.87299273962807,27.85996124185341,23,2.0208523834876524,8021410,18.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.164346851140821,14599.798138833456
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_3_cam3.tif,26.56405833333333,26.539105555555555,26.5582713550889,26.54597364491109,23,1.9517306064814768,8062684,16.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.164346851140821,14599.798138833456
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_2_cam3.tif,29.15939444444445,29.12188333333333,29.150285215040146,29.13375450718207,22,2.2514997770061727,7829150,20.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.168558575884199,14742.073626953636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_2_cam3.tif,27.865613888888888,27.834325,27.85815661632203,27.845066254048344,21,2.006508520833333,8020089,17.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.164346851140821,14599.798138833456
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_1_cam3.tif,27.879466666666666,27.85265,27.87329545810652,27.86197065300459,17,2.0061306095679035,8018116,18.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.164346851140821,14599.798138833456
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_2_cam3.tif,26.51771388888889,26.490997222222234,26.513500367475327,26.50133639178393,16,1.9431795300925965,8069679,17.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.164346851140821,14599.798138833456
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_1_cam3.tif,26.47551944444445,26.44948333333333,26.471100463571506,26.457709443835906,20,1.937145283179009,8070877,18.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3,4.164346851140821,14599.798138833456
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/104_bioref_0_3_cam3.tif,28.52046111111111,28.49746944444445,28.514169386397878,28.50539172471323,17,2.1354036558641973,7892593,17.0,190610,3,0,,1.0,,13050.0,4.1156105116743,cam3,4.161605722930355,14507.93906849164
