file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam,pred_log,pred_real
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_3_cam3.tif,25.89224166666667,25.875372222222207,25.88880724876457,25.879453399383568,24,1.6845010470679005,8269615,16.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_120_2_cam3.tif,26.632891666666666,26.607641666666666,26.62650696166997,26.616111186478186,14,1.7875861959876562,8196292,17.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_120_3_cam3.tif,26.58392222222221,26.56044444444445,26.57802515378457,26.56713392028951,18,1.7673295771604924,8203409,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_2_cam3.tif,25.874502777777767,25.84961944444445,25.86607882241661,25.85554386276857,22,1.6888761195987645,8275094,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_2_cam3.tif,25.915902777777767,25.88120833333333,25.91019338565949,25.894611984710878,17,2.2198303611111165,8261920,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_1_cam3.tif,25.864269444444453,25.84546944444445,25.85794704483693,25.849289992200113,18,2.3584086250000027,8255254,16.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_120_1_cam3.tif,26.66020833333333,26.63774444444445,26.65402151359257,26.644853393814834,19,1.7965164637345687,8198360,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_1_cam3.tif,25.85094722222221,25.82666666666667,25.84559851697107,25.834307408954874,20,1.6917191635802482,8273837,18.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_3_cam3.tif,25.926855555555555,25.90146666666667,25.919823904510004,25.909498965860358,18,2.1386776905864195,8259719,19.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_240_3_cam3.tif,28.53153333333333,28.50848333333333,28.52194574393464,28.51312916347276,17,1.815313456018513,8032845,16.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_120_2_cam3.tif,27.101975,27.0814,27.09725698229446,27.088267462149982,22,1.8394893086419768,8128488,16.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_120_3_cam3.tif,27.103691666666666,27.082105555555554,27.097456596181694,27.08744932974424,19,1.855792313271605,8126721,19.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_240_2_cam3.tif,28.53769722222221,28.514830555555548,28.5322660807449,28.523071789625455,16,1.829671152006172,8031109,18.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165933755795161,146.53243137145066
