file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam,pred_log,pred_real
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_0_2_cam3.tif,26.30245833333333,26.26568888888889,26.289945832710853,26.27527092654841,20,3.651954224537037,7081998,22.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_120_2_cam3.tif,27.18121666666667,27.142663888888887,27.17313216617764,27.155082463452,19,4.204317856481479,6920066,24.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_240_1_cam3.tif,26.02026111111111,25.974888888888888,26.009109030728002,25.988180598901643,24,3.8917127376543146,7678992,20.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_0_3_cam3.tif,26.317647222222234,26.288916666666665,26.3081922542342,26.29437441243247,19,3.7135256111111175,7058814,22.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_120_3_cam3.tif,27.140355555555555,27.09941388888889,27.12749155206239,27.109969281270953,19,4.206400065586423,6941591,23.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_240_2_cam3.tif,26.02310555555556,25.98383888888889,26.012273247157644,25.996631938027548,19,3.888667575617284,7687382,22.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_240_3_cam3.tif,26.054877777777786,26.02385833333333,26.043148883177643,26.02927833904458,22,3.903515140432092,7671323,23.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_0_1_cam3.tif,26.31251111111111,26.262994444444452,26.296690355775212,26.27673594052108,20,3.6361365416666684,7105836,22.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_120_1_cam3.tif,27.192269444444445,27.148747222222234,27.181431319910555,27.160468772682037,19,4.209416713734565,6908129,26.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/105_bioref_0_2_cam3.tif,28.76745,28.734172222222234,28.75637824491724,28.74204888471239,21,3.4539416504629665,7113627,22.0,190610,4,1,4.0,,,130500.0,5.1156105116743,cam3,5.150031306914959,141263.93736548634
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/105_bioref_120_2_cam3.tif,26.68515,26.6416,26.67765085425744,26.658947756853674,19,3.9619591597222255,7002886,24.0,190610,4,1,4.0,,,130500.0,5.1156105116743,cam3,5.150031306914959,141263.93736548634
