file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam,pred_log,pred_real
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_240_2_cam3.tif,28.895394444444445,28.797152777777786,28.865477915398355,28.817306899416472,20,28.47345030864196,4984338,43.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_120_3_cam3.tif,26.642355555555554,26.556891666666665,26.616273425536672,26.577696481870746,23,22.91061908719141,5201784,39.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_0_3_cam3.tif,29.41033611111111,29.31999444444445,29.37766603727431,29.33723451828125,23,18.95769335185179,3792250,60.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_120_2_cam3.tif,26.624744444444445,26.532072222222233,26.59897033699777,26.558958366705948,18,23.123175368827162,5074818,42.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_0_1_cam3.tif,29.368413888888888,29.28270833333333,29.337434548054684,29.29876628527865,16,17.496072074845692,3882575,54.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_240_1_cam3.tif,28.855277777777786,28.74333055555556,28.823834189260094,28.775702014443606,18,28.10935529552473,5013593,45.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_0_2_cam3.tif,29.38980833333333,29.298327777777786,29.357414158556853,29.31856454514686,20,18.205797663580235,3833004,59.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_240_3_cam3.tif,28.89543888888889,28.81726111111111,28.86330941043332,28.83331253401113,15,28.480412959104914,4941408,51.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_120_1_cam3.tif,26.62038055555556,26.519252777777766,26.59562355911877,26.54909014458495,25,23.2584631496914,4999910,46.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_240_2_cam3.tif,28.10104444444445,27.96983611111111,28.05577431091496,27.99811059649245,20,27.322839178240727,5046514,38.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_120_3_cam3.tif,26.411288888888887,26.30455555555556,26.392567206980768,26.33983464487108,23,20.89357910648143,3890683,55.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_0_3_cam3.tif,27.30471666666667,27.238194444444453,27.28408669245859,27.252703400133985,19,13.088941760030847,4274249,53.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_120_2_cam3.tif,26.435875,26.36173611111111,26.422828554229216,26.383542001326326,25,20.65240654012352,3894024,54.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_0_1_cam3.tif,27.231969444444445,27.169902777777786,27.219014139110783,27.191299101629962,20,12.205279449845676,4394567,53.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_240_1_cam3.tif,28.068005555555555,27.95371111111111,28.04310952842379,27.99268649009473,20,27.27282685879626,5046573,40.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_0_2_cam3.tif,27.31543611111111,27.228538888888888,27.28089032764937,27.245485135313594,17,12.57342221527777,4344251,50.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_240_3_cam3.tif,28.108875,27.98965,28.078410549591986,28.01792176522284,24,26.706958698302504,5070758,44.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/106_bioref_120_1_cam3.tif,26.46964166666667,26.348225,26.44300762262413,26.387659969968468,21,20.489606336419726,3873973,57.0,190610,5,1,5.0,,,1305000.0,6.1156105116743,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_240_2_cam3.tif,27.98773611111111,27.88904444444445,27.967025455716854,27.91734945169056,23,26.93650936188264,4867859,41.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_120_3_cam3.tif,31.06053333333333,30.87295,30.99816950374373,30.928764940700702,18,32.24654964043202,4035839,55.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_0_3_cam3.tif,30.687288888888887,30.62866666666667,30.673040675980147,30.643518953649487,24,16.086632217592605,4034102,64.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_120_2_cam3.tif,30.991375,30.871652777777786,30.965669425599817,30.917147981807595,18,32.020249097222234,4033679,56.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_0_1_cam3.tif,30.65800833333333,30.57238333333333,30.637760223003106,30.59730061033023,23,15.159686381944447,4173855,53.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_240_1_cam3.tif,27.958886111111113,27.875005555555557,27.944820819197226,27.907016588210183,19,26.971964969135804,4863570,46.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_0_2_cam3.tif,30.657186111111113,30.551427777777786,30.619052107273024,30.571931596430677,20,15.637527199074073,4106735,60.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_240_3_cam3.tif,27.96438611111111,27.854102777777786,27.93805346868935,27.890037272051398,21,26.752773095678968,4839999,46.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/106_bioref_120_1_cam3.tif,31.103413888888888,30.934613888888887,31.060934490527487,30.99724134280584,18,32.15858461188273,4022564,57.0,190513,5,1,5.0,,,1730000.0,6.238046103128794,cam3,6.150031306914959,1412639.3736548636
